,AF: Import: Cost: Border Compliance,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Imports: Lead Time: Border Compliance,AF: Imports: Lead Time: Median Case,AF: Exports: Lead Time: Median Case,AF: Imports: % of Goods Imports: Manufactures,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: Goods,AF: Imports: Goods by Reporting Economy,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: Imports: % of Goods Imports: Food,AF: Imports: % of Goods Imports: Fuel,AF: Imports: % of Goods Imports: Ores & Metals,AF: Exports: Goods,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: Commercial Service,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services",AF: Exports: Goods by Reporting Economy,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Imports: % of Total Goods Imports: Residual,AF: Goods Trade: % of GDP,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Total Goods Exports: The Arab World,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: Lead Time,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Imports: Number of Documents,AF: (DC)Imports: Lead Time,AF: Imports: % of Commercial Service Imports: Services: Travel,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: Special Categories,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: cif: USD,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Oil Exporting Countries,AF: (DC)Exports: fob: USD,AO: Imports: cif: Euro Area,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: Imports: cif: Countries or Area Not Specified,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Imports: % of Total Goods Imports: The Arab World,AF: Exports: Lead Time: Documentary Compliance,AF: Import: Cost: Documentary Compliance,AF: Imports: Lead Time: Documentary Compliance,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,AF: Imports: Commercial Service,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,"AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Imports: % of Commercial Service Imports: Services: Transport
02/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38927364,43.23588895,2.96505674,50.66010585,,,,,,,,,,,,,,,,,,,,31.61491667,,53.6251626,,,,,,,12.1037,26.18,,,,,,,,,,11.6235,10.0375,42.0017,1.58593,,27.17,,,,,,,,,,,,,,,,,,,,,
03/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64569841,41.9364293,4.05549613,48.52663158,,,,,,,,,,,,,,,,,,,,37.15891667,,52.58212771,,,,,,,5.06443,24.86,,3.24184291,,,,,,,,10.9757,8.29933,41.6064,2.67637,,26.29,,,,,,-0.055,,,,,,,,,,,,,,,
04/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24857756,64.4765,4.55335198,69.17172558,,,,,,,,,,,,,,,,,,,,48.81891667,,73.72507756,,,,,,,14.4776,36.696,,,,,,,,,,9.74908,6.57485,63.976,3.17423,,40.216,,,,,,,,,,,,,,,,,,,,,
05/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2454381,57.123,6.45517961,60.91325849,,,,,,,,,,,,,,,,,,,,44.09991667,,67.3684381,,,,,,,12.1462,36.751,,,,,,,,,,10.3554,5.27938,57.013,5.07605,,38.951,,,,,,,,,,,,,,,,,,,,,
06/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6466071,39.71,6.09429906,48.26230804,,,,,,,,,,,,,,,,,,,,35.50891667,,54.3566071,,,,,,,3.70318,30.261,,2.9203562,,,,,,,,14.7566,10.0414,39.6,4.71517,,32.021,,,,,,,,,,,,,,,,,,,,,
07/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.83863997,54.208,6.72215123,68.32448874,,,,,,,,,,,,,,,,,,,,42.09791667,,75.04663997,,,,,,,11.88,32.747,,,,,,,,,,21.0586,15.7156,53.988,5.34303,,36.047,,,,,,,,,,,,,,,,,,,,,
08/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42101634,42.603,5.09554589,50.92847045,,,,,,,,,,,,,,,,,,,,36.38891667,,56.02401634,,,,,,,6.27,25.96,,,,,,,,,,13.421,9.7046,42.603,3.71642,,28.27,,,,,,,,,,,,,,,,,,,,,
09/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.86834109,48.587,5.03385884,56.42148225,,,,,,,,,,,,,,,,,,,,30.28391667,,61.45534109,,,,,,,17.71,24.277,,2.25448701,,,,,,,,13.0883,9.43361,48.367,3.65473,,28.347,,,,,,-0.022,,,,,,,,,,,,,,,
10/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33265144,52.778,5.28983128,59.82082016,,,,,,,,,,,,,,,,,,,,41.87791667,,65.11065144,,,,,,,10.2214,26.356,,,,,,,,,,12.5527,8.64195,52.558,3.91071,,29.546,,,,,,,,,,,,,,,,,,,,,
11/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8755068,55.715,5.78621026,66.80429654,,,,,,,,,,,,,,,,,,,,41.98791667,,72.5905068,,,,,,,14.0684,30.47,,,,,,,,,,17.2055,12.7984,55.385,4.40709,,35.42,,,,,,,,,,,,,,,,,,,,,
12/1983,,,,,,,,,85.84598333,1064,372.5587632,10.04227404,,,,729,74.36959196,6,73.33333333,195.4058226,,,26.66666667,17.3958356,17.3958356,0.43815884,1.09102252,,,2.94957248,10.77191159,86.581,5.71875806,91.63415353,,,,,0.03543065,,,,,0.00046523,,,0.27904941,,0.1586442,,,,,69.24591667,,97.35291159,,,,,,1.83923706,17.5982,57.838,,3.09068727,,,1064.3,,,,,10.8819,6.54228,86.471,4.33963,728.6,59.928,,,,2.97617479,0.00911467,-0.055,7.79641359,,,,0.28302481,,,,9.06675749,3.02072011,146.8,10.04227404,7.49318801,,81.60081744
01/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35970648,64.064,1.2940232,69.12968328,,,,,,,,,,,,,,,,,,,,57.81691667,,70.42370648,,,,,,,6.6,46.365,,,,,,,,,,6.46971,6.45011,63.954,0.0195994,,48.455,,,,,,,,,,,,,,,,,,,,,
02/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62691387,46.717,1.29493393,56.04897994,,,,,,,,,,,,,,,,,,,,38.03891667,,57.34391387,,,,,,,9.075,31.526,,,,,,,,,,11.1769,11.1564,46.167,0.0205102,,33.506,,,,,,,,,,,,,,,,,,,,,
03/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93197481,81.29,1.29647995,90.92549486,,,,,,0.00909091,,,,,,,,,,,,,,69.67491667,,92.22197481,,,,,,,12.089,56.65,,3.5660272,,,,,,,,12.582,12.5599,79.64,0.0220562,,61.49,,,,,,-0.022,,,,,,,,,,,,,,,
04/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.44568217,53.57,1.29173271,67.72394946,,,,,,,,,,,,,,,,,,,,40.32691667,,69.01568217,,,,,,,12.76,32.428,,,,,,,,,,17.5357,17.5184,51.48,0.017309,,34.518,,,,,,,,,,,,,,,,,,,,,
05/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.17845888,67.518,1.29088649,81.40557239,,,,,,,,,,,,,,,,,,,,60.22591667,,82.69645888,,,,,,,7.59,51.931,,,,,,,,,,16.3885,16.372,66.308,0.0164627,,53.911,,,,,,,,,,,,,,,,,,,,,
06/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69794675,66.187,1.28950221,91.59544454,,,,,,,,,,,,,,,,,,,,50.82091667,,92.88494675,,,,,,,16.258,37.884,,3.21239182,,,,,,,,27.9079,27.8929,64.977,0.0150784,,39.204,,,,,,,,,,,,,,,,,,,,,
07/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25471876,70.301,1.28860545,91.26711331,,,,,,,,,,,,,,,,,,,,64.37291667,,92.55571876,,,,,,,8.47,54.417,,,,,,,,,,23.1347,23.1205,69.421,0.0141817,,56.837,,,,,,,,,,,,,,,,,,,,,
08/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51714309,72.215,1.29064558,87.44149752,,,,,,,,,,,,,,,,,,,,60.69891667,,88.73214309,,,,,,,11.77,48.653,,,,,,,,,,17.6171,17.6009,71.115,0.0162218,,49.753,,,,,,,,,,,,,,,,,,,,,
09/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49898948,67.738,1.29215571,76.94483377,,,,,,,,,,,,,,,,,,,,50.55691667,,78.23698948,,,,,,,17.49,39.49,,2.47993571,,,,,,,,11.269,11.2513,66.968,0.017732,,41.25,,,,,,,,,,,,,,,,,,,,,
10/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28302126,65.384,1.29306963,77.37395163,,,,,,,,,,,,,,,,,,,,54.84691667,,78.66702126,,,,,,,9.581,42.141,,,,,,,,,,14.053,14.0344,64.614,0.0186459,,43.681,,,,,,,,,,,,,,,,,,,,,
11/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.90903467,82.775,1.29279536,96.39123931,,,,,,,,,,,,,,,,,,,,71.48991667,0.033,97.68403467,,,,,,,10.703,58.564,,,,,,,,,,16.779,16.7607,80.905,0.0183716,,60.654,,,,,,,,,,,,,,,,,,,,,
12/1984,,,,,,,,,78.5761317,1390,392.1265991,10.91451007,,,,633,63.51402969,12.2,93.44262295,175.982593,,,6.55737705,19.99439969,19.99439969,3.3879432,7.54443321,,,1.94802324,16.35009243,96.085,1.29825488,111.13683755,,,,,0.00841565,,,,,2.93189792,,,0.16676047,,0.28928481,,,,,65.41791667,,112.43509243,,,,,,1.2993763,35.453,53.229,,3.39975599,,,1389.5,,,,,18.9901,18.9663,93.445,0.0238311,632.9,55.759,,,0.00561043,2.93706166,0.01383727,-0.011,13.10362742,,,,0.26570831,,,,9.35550936,2.96492501,192.4,10.91451007,5.14553015,,84.1995842
01/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73643385,76.307,1.09441592,94.80915959,,,,,,,,,,,,,,,,,,,7.86014167,59.80057231,,95.90357552,,,,,,,17.061,42.746,,,,,,,,,,14.7064,14.7024,73.337,0.00403329,,43.626,,,,,,,,,,,,,,,,,,,,,
02/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33314884,76.758,1.09421777,95.85707273,,,,,,,,,,,,,,,,,,,7.86014167,43.09157231,,96.9512905,,,,,,,33.99,36.443,,,,,,,,,,13.8731,13.8693,75.218,0.00383513,,38.423,,,,,,,,,,,,,,,,,,,,,
03/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8045193,66.066,1.09549761,88.63516335,,,,,,,,,,,,,,,,,,,7.86014167,55.38957231,,89.73066096,,,,,,,12.826,45.111,,-1.72984773,,,,,,,,17.2345,17.2294,64.636,0.00511498,,46.651,,,,,,-0.03199261,,,,,,,,,,,,,,,
04/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.53248087,61.4042,1.09501037,87.70181216,,,,,,,,,,,,,,,,,,,7.86014167,40.66955957,0.011,88.79682253,,,,,,,16.126,32.7602,,,,,,,,,,19.9725,19.9679,60.9642,0.00462773,,34.3002,,,,,,,,,,,,,,,,,,,,,
05/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.33628712,73.3282,1.09420239,100.43042639,,,,,,,,,,,,,,,,,,,7.86014167,54.02135957,0.033,101.52462878,,,,,,,17.853,43.274,,,,,,,,,,20.9985,20.9947,72.666,0.00381975,,47.564,,,,,,,,,,,,,,,,,,,,,
06/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.76759096,103.2372,1.09317154,141.77176108,,,,,,,,,,,,,,,,,,,7.86014167,76.67035957,,142.86493262,,,,,,,28.479,61.468,,-1.72984773,,,,188.6,,,,33.5298,33.527,101.475,0.00278891,,62.678,,,,,,-0.03341399,,,,,,,,,,,,,,,
07/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.75810581,106.117,1.0930173,134.64223018,,,,,,,,,,,,,,,,,,,7.86014167,88.39918514,,135.73524748,,,,,,,19.47,68.299,,,,,,,,,,23.9361,23.9335,103.939,0.00263466,,74.019,,,,,,,,,,,,,,,,,,,,,
08/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.21575063,96.2797,1.09397177,132.26162053,,,,,,,,,,,,,,,,,,,7.86014167,73.85718514,,133.35559229,,,,,,,22.44,60.17,,,,,,,,,,33.7225,33.7189,91.773,0.00358913,,61.6,,,,,,,,,,,,,,,,,,,,,
09/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2928969,88.9812,1.0943887,121.03984987,,,,,,,,,,,,,,,,,,,7.86014167,59.79038514,,122.13423857,,,,,,,29.59,46.9722,,-1.72984773,,,,130.6,,,,29.5829,29.5789,84.6912,0.00400606,,48.7322,,,,,,-0.03753615,,,,,,,,,,,,,,,
10/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.22115379,107.305,1.09562541,140.29067004,,,,,,,,,,,,,,,,,,,7.86014167,95.79566458,0.022,141.38629545,,,,,,,16.016,70.081,,,,,,,,,,30.2802,30.2749,103.246,0.00524277,,73.491,,,,,,,,,,,,,,,,,,,,,
11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63131566,91.102,1.09476079,117.49869654,,,,,,,,,,,,,,,,,,,7.86014167,74.88466458,0.209,118.59345733,,,,,,,15.785,64.526,,,,39.5,,,,,,20.5113,20.5069,90.222,0.00437815,,66.506,,,,,,,,,,,,,,,,,,,,,
12/1985,,,,,,,,,75.39341687,1194,395.9039087,8.49208549,,,,567,56.99077333,17.1,95.90643275,203.0697316,,,4.09356725,17.04970107,17.04970107,0.70307552,9.05030351,,,2.48316612,36.73881924,114.1382,1.09466154,157.64249937,,,,,0.03611988,,,,,0.34237054,0.14862785,,0.06434462,,0.1477325,,,,7.86014167,105.73086458,,158.73716091,,,,,,1.06595603,12.32,93.7112,,-0.76926119,,47.08,1194.2,148.1,,,,38.3888,38.3845,112.488,0.0042789,566.83,96.3512,,,0.00277845,6.87666866,0.14862715,-0.04005725,25.25645008,,,,0.53888544,,,,9.17388408,7.06419413,150.1,8.49208549,7.1952032,,82.5649567
01/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.56310673,80.2439,0.28241944,106.48264562,,,,,,,,,,,,,,,,,,,5.95805833,63.7139574,,106.76506506,,,,,,,15.257,46.981,,,,45.32,,,,,,22.245,22.1633,78.562,0.0817242,,53.361,,,,,,,,,,,,,,,,,,,,,
02/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.92734705,56.54,0.28241944,83.14298594,,,,,,,,,,,,,,,,,,,5.95805833,48.56129132,,83.42540538,,,,,,,8.503,31.625,,,,47.81,,,,,,22.0493,21.9676,55.418,0.0817242,,38.115,,,,,,,,,,,,,,,,,,,,,
03/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6980424,57.926,0.28241944,80.29968129,,,,,,,,,,,,,,,,,,,5.95805833,50.8847353,,80.58210073,,,,,,,10.241,39.006,,1.18256427,,52.03,,136.6,,,,18.898,18.8163,55.726,0.0817242,,44.836,,,,,,-0.39359592,,,,,,,,,,,,,,,
04/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.40879052,58.0789,0.27790587,76.16784298,,,,,,,,,,,,,,,,,,,5.95805833,39.35869678,,76.44574886,,,,,,,18.381,29.931,,,,40.88,,,,,,14.9597,14.8825,55.528,0.0772107,,32.241,,,,,,,,,,,,,,,,,,,,,
05/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61547823,67.353,0.27790587,86.64863069,,,,,,,,,,,,,,,,,,,5.95805833,51.11510722,,86.92653657,,,,,,,15.961,47.157,,,,43.67,,,,,,16.3655,16.2883,64.603,0.0772107,,48.367,,,,,,,,,,,,,,,,,,,,,
06/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82432042,56.0736,0.25350349,79.60247526,,,,,,,,,,,,,,,,,,,5.95805833,48.34755095,,79.85597875,,,,,,,8.382,39.5362,,0.72901965,,34.56,,151.4,,,,17.8837,17.8309,56.0142,0.0528083,,42.8362,,,,,,-0.35376277,,,,,,,,,,,,,,,
07/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63743308,66.825,0.25423822,86.16625319,,,,,,,,,,,,,,,,,,,5.95805833,58.31899219,0.022,86.42049142,,,,,,,8.173,44.836,,,,39.24,,,,,,14.8474,14.7939,65.615,0.053543,,45.936,,,,,,,,,,,,,,,,,,,,,
08/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64065035,62.348,0.27580336,89.67090532,,,,,,,,,,,,,,,,,,,5.95805833,52.29469678,0.363,89.94670868,,,,,,,11.33,40.04,,,,32.2,,,,,,22.4107,22.3355,61.578,0.0751082,,40.7,,,,,,,,,,,,,,,,,,,,,
09/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00659847,59.7278,0.26395697,70.42849983,,,,,,,,,,,,,,,,,,,5.95805833,38.34864014,,70.6924568,,,,,,,21.351,32.879,,0.67957371,,44.83,,123.3,,,,13.6394,13.5761,51.095,0.0632618,,33.539,,,,,,-0.34772808,,,,,,,,,,,,,,,
10/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09812588,78.1,0.23404578,99.92213844,,,,,,,,,,,,,,,,,,,5.95805833,68.15210473,,100.15618421,,,,,,,9.79,51.942,,,,44.85,,,,,,19.3981,19.3648,74.8,0.0333506,,59.312,,,,,,,,,,,,,,,,,,,,,
11/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27472626,90.222,0.24271692,103.21206768,,,,,,,,,,,,,,,,,,,5.95805833,57.82523467,,103.45478459,,,,,,,30.822,46.046,,,,43.9,,,,,,34.6647,34.6227,62.832,0.0420217,,47.696,,,,,,,,,,,,,,,,,,,,,
12/1986,,,,,,,,,65.38220613,1404,596.9789963,8.05285539,,,,552,48.23444888,0.7,,166.3058519,,,,46.32786654,46.32786654,0.07672453,11.12332199,,,8.52130104,10.70074269,76.3114,0.25945754,92.71074348,,,,,0.26165075,,,,,,,,0.07672453,,,0.00078164,,,5.95805833,56.83278077,,92.97020102,,,,,,,14.564,39.4724,,0.94543269,,42.79,1403.5,113.6,,,,12.0207,11.962,74.9914,0.0587623,551.9,49.5924,,,0.0165835,15.12400721,0.0385934,-0.46691322,5.36096006,,,,0.33103977,,,,9.59413754,15.44161649,177.4,8.05285539,4.05862458,,86.34723788
01/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.89198401,71.412,0.25304829,91.32226072,,,,,,,,,,,,,,,,,,,1.271325,47.28406,,91.57530901,,,,,,,28.457,29.062,,,,44.61,,,,,,20.102,20.0123,70.202,0.0896538,,41.162,,,,,,,,,,,,,,,,,,,,,
02/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.29787077,44.781,0.22865359,66.12154219,,,,,,,,,,,,,,,,,,,1.271325,35.72427188,,66.35019577,,,,,,,13.937,29.667,,,,68.7,,,,,,21.5079,21.4426,43.571,0.0652591,,30.547,,,,,,,,,,,,,,,,,,,,,
03/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.07502462,64.559,0.25157472,84.65377489,,,,,,,,,,,,,,,,,,,1.271325,48.52456304,,84.90534962,,,,,,,18.821,41.063,,5.35781438,,70.16,,183.47,,,,21.715,21.6268,61.919,0.0881802,,42.823,,,,,,-1.034,,,,,,,,,,,,,,,
04/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44926181,73.645,0.24851815,93.11706866,,,,,,,,,,,,,,,,,,,1.271325,37.49005294,,93.36558681,,,,,,,13.97,30.789,,,,44.07,,,,,,23.0693,22.9841,69.025,0.0851237,,32.549,,,,,,,,,,,,,,,,,,,,,
05/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.14574649,72.182,0.26137076,95.33770073,,,,,,,,,,,,,,,,,,,1.271325,62.351479,,95.59907149,,,,,,,9.57,44.099,,,,45.9,,,,,,22.1457,22.0478,72.182,0.0979763,,47.729,,,,,,,,,,,,,,,,,,,,,
06/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.26269117,74.8462,0.25458791,103.12562826,,,,,,,,,,,,,,,,,,,1.271325,62.42423642,,103.38021617,,,,,,,12.397,52.8572,,1.63889653,,,,129.36,,287.1,,28.8027,28.7115,73.3062,0.0911934,,56.7072,,,,,,-1.474,,,,,,,,,,,,,,,
07/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.94879559,60.632,0.27185154,92.58026905,,,,,,,,,,,,,,,,,,,1.271325,49.19136891,0.143,92.85212059,,,,,,,11.902,38.676,,,,,,,,,,31.7188,31.6103,59.862,0.108457,,41.096,,,,,,,,,,,,,,,,,,,,,
08/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.63665144,71.2492,0.25077592,98.90640053,,,,,,,,,,,,,,,,,,,1.271325,65.18303046,,99.15717644,,,,,,,6.05,55.5632,,,,,,,,,,26.7467,26.6593,71.1392,0.0873814,,57.1032,,,,,,,,,,,,,,,,,,,,,
09/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.11800572,62.4646,0.25027148,92.60365924,,,,,,,,,,,,,,,,,,,1.271325,47.84590859,,92.85393072,,,,,,,11.77,37.631,,-1.63465909,,,,122.57,,250.9,,32.6336,32.5467,58.949,0.086877,,39.611,,,,,,-0.55,,,,,,,,,,,,,,,
10/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.45606005,72.556,0.25969829,117.02368676,,,,,,,,,,,,,,,,,,,1.271325,63.49892395,,117.28338505,,,,,,,19.987,53.35,,,,,,,,,,44.0061,43.9098,72.006,0.0963038,,55.66,,,,,,,,,,,,,,,,,,,,,
11/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54704274,78.7963,0.26420953,110.35045821,,,,,,,,,,,,,,,,,,,1.271325,64.62041155,,110.61466774,,,,,,,17.259,52.866,,,,,,,,,,34.0923,33.9915,75.251,0.100815,,54.846,,,,,,,,,,,,,,,,,,,,,
12/1987,,,,,,,,,69.52117231,996,681.2256291,7.88944606,,,,512,50.34209373,2,,336.1834509,,,,35.41414115,35.41414115,0.16581433,8.72699793,,,5.95916057,35.61433152,119.933,0.27484296,156.54381356,,,,,0.50702731,,,,,0.0482293,,0.02758234,0.06296118,,0.02704151,0.0011916,,,1.271325,104.35609327,0.055,156.81865652,,,,,,,19.019,80.212,,-1.63465909,,,995.9,128.26,,188.8,,36.3843,36.2729,119.163,0.111448,511.86,94.622,,,0.01453263,13.33611011,0.00352205,0.02672727,14.07795078,,,,0.25303854,,,,8.88888889,13.8623837,152.1,7.88944606,11.11111111,,80
01/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99168135,57.024,0.70733974,74.71817494,,,,,,,,,,,,,,,,,,,1.40983333,48.90966667,,75.42551468,,,,,,,8.18925,31.46,,,,,,,,,,17.5417,17.1317,56.474,0.410009,,42.02,,,,,,,,,,,,,,,,,,,,,
02/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.52656363,74.50858069,0.70733974,93.7376379,,,,,,,,,,,,,,,,,,,1.40983333,52.20086667,,94.44497765,,,,,,,22.6614,44.9922,,,,,,,,,,19.2119,18.8019,73.8232,0.410009,,46.6422,,,,,,,,,,,,,,,,,,,,,
03/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.97414756,97.90444171,0.70733974,125.58108286,0.09830664,,,,,,,,,,,,,,,,,,1.40983333,77.50702315,,126.2884226,,,,,,,22.5004,63.6764,,-1.15943182,,,,131.67,,266,,31.7992,31.3892,93.0794,0.410009,,65.98635648,,,,,,-0.649,,,,,,,,,,,,,,,
