,AF: Arms Imports: SIPRI Trend Indicator Values (TIV),AF: (DC)Arms Exports: SIPRI Trend Indicator Values (TIV),AF: Armed Forces Personnel: Total,AF: Armed Forces Personnel: % of Total Labour Force,"AF: Presence of Peace Keepers: Number of Troops, Police and Military Observers in Mandate",AF: Military Expenditure,AF: Military Expenditure,AF: Military Expenditure as % of GDP,AF: Military Expenditure as % of General Government Expenditure,AF: (DC)Military Expenditure as % of Central Government Expenditure,AF: International Development Association: Resource Allocation Index: 1=Low To 6=High,AF: International Development Association: Grants,AF: Debt Forgiveness Grants,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Australia,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Austria,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Belgium,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Canada,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Czech Republic,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Denmark,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: European Commission,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Finland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: France,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Germany,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Greece,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Iceland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Ireland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Italy,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Japan,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Korea,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Luxembourg,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Netherlands,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: New Zealand,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Norway,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Poland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Portugal,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Slovak Republic,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Slovenia,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Spain,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Sweden,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Switzerland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: United Kingdom,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: United States,AF: Net Official Flows from UN Agencies: IAEA,AF: Net Official Flows from UN Agencies: IFAD,AF: (DC)Net Official Flows from UN Agencies: UNAIDS,AF: Net Official Flows from UN Agencies: UNICEF,AF: Net Official Flows from UN Agencies: UNHCR,AF: Net Official Flows from UN Agencies: UNDP,AF: Net Official Flows from UN Agencies: UNFPA,AF: (DC)Net Official Flows from UN Agencies: UNPBF,AF: (DC)Net Official Flows from UN Agencies: UNRWA,AF: (DC)Net Official Flows from UN Agencies: UNTA,AF: Net Official Flows from UN Agencies: WFP,AF: Net Official Flows from UN Agencies: WHO,AF: Net Official Flows from UN Agencies: FAO,AF: Net Official Flows from UN Agencies: ILO,AF: Net Official Development Assistance Received: Current Price,AF: Net Official Development Assistance and Official Aid Received: Current Price,AF: Net Official Development Assistance Received: 2016 Price,AF: Net Official Development Assistance and Official Aid Received: 2016 Price,AF: (DC)Net Official Development Assistance Received: 2014 Price,AF: (DC)Net Official Development Assistance Received: 2013 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2013 Price,AF: (DC)Net Official Development Assistance Received: 2012 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2012 Price,AF: (DC)Net Official Development Assistance Received: 2011 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2011 Price,AF: (DC)Net Official Development Assistance Received: 2010 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2010 Price,AF: (DC)Net Official Development Assistance Received: 2009 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2009 Price,AF: (DC)Net Official Development Assistance Received: 2008 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2008 Price,AF: (DC)Net Official Development Assistance Received: 2007 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2007 Price,AF: Net Official Development Assistance Received: % of Gross National Income,AF: Net Official Development Assistance Received: % of Central Government Expenditure,AF: Net Official Development Assistance Received: % of Gross Capital Formation,"AF: Net Official Development Assistance Received: % of Imports of Goods, Services and Primary Income",AF: Net Official Development Assistance Received per Capita: Current Price,AF: IMF Account: Fund Position: Use of Fund Credit (UFC),AF: IMF Account: Fund Position: UFC: General Resources Account,"AF: IMF Account: Fund Position: UFC: Outstanding Loans: Structural Adj. Facility, Poverty Reduction and Growth Facility & Trust Fund",AF: IMF Account: Fund Position: Fund Holdings of Currency,AF: IMF Account: Fund Position: Net Cumulative Allocation: Escrow Account,AF: IMF Account: Fund Position: Overdue Obligations,AF: IMF Account: Fund Position: USD: Allocations of SDRs to Date,AF: IMF Account: Fund Position: USD: Quota,AF: IMF Account: Fund Position: USD: Reserve Tranche Position,AF: IMF Account: Fund Position: USD: Lending to the Fund,AF: IMF Account: Fund Position: USD: Use of Fund Credit (UFC),AF: IMF Account: Fund Position: USD: UFC: General Resources Account,"AF: IMF Account: Fund Position: USD: UFC: Outstanding Loans: Structural Adj. Facility, Poverty Reduction and Growth Facility & Trust Fund",AF: IMF Account: Fund Position: USD: Fund Holdings of Currency,AF: IMF Account: Fund Position: USD: Net Cumulative Allocation: Escrow Account,AF: IMF Account: Fund Position: USD: Overdue Obligations,AF: IMF Account: Fund Position: SDR Holdings: % of Allocation,AF: IMF Account: Fund Position: Currency Holdings: % of Quota,AF: IMF Account: Fund Position: UFC: % of Quota
06/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02444091409018,,,-0.70720613946378,-0.70720613977545,-0.30026844720456,,,,,-0.73147420234099,,,-24.44751379957324,-0.0244409132965,
09/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02444091409018,,,-1.76470587206951,-1.76470588566597,-1.36210223421954,,,,,-1.78871548309408,,,-25.47864507044363,-0.0244409132965,
12/1991,,,,,,,,,,,,,,4.64278761923303,286.178861788618,-58.38926174496645,,94.5054945054945,,71.5189873417722,145.217391304348,1420,-19.78609625668449,-31.59851301115242,,,,,-33.33333333333333,,-50,-76.9968051118211,,138.507462686567,,,,,,-69.84423676012462,36.318407960199,34.3096234309623,5.35714285714286,,,,,17.7777777777778,137.091988130564,3.84615384615385,,,101.587301587302,-47.34411085450347,,,,316.96516595465,316.96516595465,286.706684856753,286.706684856753,284.101382488479,300.361765005605,284.101382488479,310.205037468776,310.205037468776,312.519122896481,312.519122896481,309.976221357544,309.976221357544,312.330496843261,312.330496843261,308.869844670595,308.869844670595,303.679641556987,303.679641556987,,,,,289.164106404647,,,,-0.02444091409018,,,0.54642462170902,0.54642463286481,0.54642473313523,,,,,0.52185017647844,,,-26.4984227090811,-0.0244409132965,
03/1992,-24.31578947368421,,-22.41379310344828,-27.67083090051346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01222195062331,,,1.88888886879731,1.88888888611884,1.88888881747517,,,,,1.87643607542837,,,-27.21088433891434,-0.01222195552395,
06/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8.87467260271956,8.87467262180373,8.8746725144326,,,,,8.87467261466692,,,-28.51919561037903,0,
09/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02444688913335,,,7.66466359525107,7.66466360390583,8.32383509477207,,,,,7.63834294197227,,,-30.03952566688043,-0.02444688833927,
12/1992,,,,,,,,,,,,,,30.5552971816575,-90.73684210526315,140.322580645161,,-12.05273069679849,,16.2361623616236,139.007092198582,-37.28070175438597,-6.00000000000001,171.557971014493,,,,,0,81.8181818181818,126.666666666667,623.611111111111,,6.00750938673342,,,,,,167.97520661157,43.4306569343066,-4.67289719626168,10.1694915254237,,,,,944.339622641509,-7.32165206508135,-25.92592592592592,,,-56.2992125984252,259.21052631579,,,,-59.62800228557919,-59.62800228557919,-59.96556784827275,-59.96556784827275,-59.67520781557975,-60.4390709513204,-59.67520781557975,-61.21535045987948,-61.21535045987948,-61.31404907596267,-61.31404907596267,-61.2032374574886,-61.2032374574886,-61.19750752270124,-61.19750752270124,-61.39960176063718,-61.39960176063718,-61.25532416721007,-61.25532416721007,,,,,-62.93492258842608,,,,-0.02444688913335,,,-3.87476453038534,-3.8747645261785,-3.28624274985711,,,,,-3.89826416252086,,,-31.75965664744239,-0.02444688833927,
03/1993,,,0,-8.32567725374214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1685613005745,,,1.89391292208035,41.4997360572258,2.51775325145716,,,,,43.8421709236404,,,-33.17757008733624,1.65543409419916,
06/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1685613005745,,,-1.92602448870802,36.1950017421483,-1.32557152107024,,,,,38.449620243119,,,-34.78260869565216,1.65543409419916,
09/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2030810612544,,,-3.69621244200878,33.7367476578632,-3.69621237908463,,,,,35.9839152106437,,,-35.87570622640764,1.68029176158916,
12/1993,,,,,,,,,,,,,,-6.51182673126248,72.7272727272727,-56.3758389261745,25,63.3832976445396,,37.1428571428572,76.7062314540059,2.7972027972028,45.3900709219858,7.13809206137424,,,,,0,-30,-58.82352941176471,90.978886756238,,4.60448642266823,,,,,,-29.91518889745567,-61.83206106870229,-27.77777777777778,-35.38461538461539,,,,76.6561514195584,12.646793134598,22.3497636731938,-5,,,150.45045045045,60.8872608872609,,,,9.22401171303075,9.22401171303075,10.4406062742333,10.4406062742333,10.5266886267843,13.8845102139295,10.5266886267843,13.9441318853853,13.9441318853853,14.634925706982,14.634925706982,14.0765153574341,14.0765153574341,14.5592423566551,14.5592423566551,16.7107853118849,16.7107853118849,16.0710449043902,16.0710449043902,,,,,0.03219064422994,,,,41.2006357745446,,,-0.10521319755667,38.7235562850721,-0.1457384171609,,,,,41.052074062033,,,-36.82389936747834,1.67853091098393,
03/1994,,,0,-8.4341464759288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.06425057861852,1.06425055750395,1.06425059540351,,,,,1.06425056506874,,,-38.46153847590102,0,
06/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00173175166681,,,3.18930757524447,3.18930756199507,3.14744573341993,,,,,3.18752058091166,,,-40.78431375628605,-0.00173175211707,
09/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00148324530262,,,3.46481302374089,3.45318906408363,3.419446112906,,,,,3.45165459491318,,,-45.11035242910825,-0.00148324793489,
12/1994,,,,,,,,,,,,,,20.75140984606,281.578947368421,-1.53846153846154,120,-6.02883355176933,,-54.16666666666667,0.08396305625525,-11.56462585034013,114.146341463415,34.7447073474471,,,-30,93.75,,,28.5714285714286,24.321608040201,0,0.33860045146728,,,,,,35.8635863586359,6.66666666666667,138.009049773756,26.1904761904762,,,,-24.91071428571428,-25.18043303929431,-5.02207505518764,-94.73684210526315,,,-35.6115107913669,-37.79408044523147,,,,1.17068811438784,1.17068811438784,-1.13621856249202,-1.13621856249202,-0.95817977888159,-1.4406372701336,-0.95817977888159,-1.70518157025979,-1.70518157025979,-1.87038327526132,-1.87038327526132,-1.8644825018615,-1.8644825018615,-2.06972982687355,-2.06972982687355,-1.81448095376562,-1.81448095376562,-1.44999074473992,-1.44999074473992,,,,,-6.28940080209471,,,,0.00024851066778,,,6.29410263256361,6.28216080769817,6.29061506031617,,,,,6.28242492859329,,,-52.12528963170543,0.00024850848574,
03/1995,,,0,-7.37494932135459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00148324530262,,,10.4825748752817,10.4701624960782,10.4341307216347,,,,,10.4685239514882,,,-63.22577961458944,-0.00148324793489,
06/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00024764477695,,,8.3242334891363,8.31206359019742,8.32070132087502,,,,,8.3123318209874,,,-78.37388692894092,0.00024764318371,
09/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6588867e-7,,,2.65353156314798,2.65353156165883,2.65355237903063,,,,,2.65353067475326,,,-98.33445010210049,-8.6529988e-7,
12/1995,,,,,,,,,,,,,,-17.57021142316187,0,28.125,-9.09090909090909,-0.41841004184101,,183.838383838384,3.02013422818792,6.92307692307691,-20.72892938496583,-27.86506469500925,,,228.571428571429,-1.61290322580645,,,188.888888888889,115.036378334681,,3.48706411698536,,,,,,23.8866396761134,113.125,107.22433460076,-96.22641509433963,,,,44.1141498216409,114.683815648446,-22.95177222545033,0,,,207.262569832402,25.8641724278162,,,,-6.13461708329652,-6.13461708329652,-18.25606921487603,-18.25606921487603,-17.80236847214134,-14.16984322604683,-17.80236847214134,-14.0066002745247,-14.0066002745247,-13.31098738779684,-13.31098738779684,-14.36462411605815,-14.36462411605815,-14.20400672885762,-14.20400672885762,-13.05455191612866,-13.05455191612866,-13.60192837465564,-13.60192837465564,,,,,-11.49853626094393,,,,-8.6588867e-7,,,1.82466018870099,1.82466019081497,1.82468074484382,,,,,1.82465931198767,,,-100,-8.6529988e-7,
03/1996,,,751.111111111111,700.875768569966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6588867e-7,,,-6.36268658227975,-6.36268657652975,-6.36266748147789,,,,,-6.36268739060592,,,-100,-8.6529988e-7,
06/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0003169152584,,,-7.99466540865667,-7.99466540809158,-7.99468411077877,,,,,-7.99495699335135,,,-100,-0.00031690826203,
09/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0003169152584,,,-4.44421415688128,-4.44421414563787,-4.44423353824545,,,,,-4.44451697603764,,,-100,-0.00031690826203,
12/1996,,,,,,,,,,,,,,-6.09447974887069,-30,247.560975609756,-95,-45.65826330532213,,-31.49466192170818,56.0667752442997,153.956834532374,-27.58620689655172,11.595131326073,,,30.4347826086956,6.55737704918033,,,-9.61538461538462,-53.60902255639098,,-17.93478260869565,,,,,,-3.59477124183007,-57.18475073313783,-20.82568807339449,0,,,,-25.99009900990098,-97.55366949575638,38.1598793363499,,,,-56.90909090909091,-46.46203554119548,,,,-20.18538559262222,-20.18538559262222,-19.43841080526046,-19.43841080526046,-19.35915603841914,-19.49777941029152,-19.35915603841914,-20.33282390898284,-20.33282390898284,-20.04390851300872,-20.04390851300872,-19.89296852849448,-19.89296852849448,-19.15796228298456,-19.15796228298456,-19.27583622862592,-19.27583622862592,-19.2144642921845,-19.2144642921845,,,,,-23.32988911863803,,,,-0.0003169152584,,,-3.26473328850069,-3.2647332888555,-3.26475291331162,,,,,-3.26503985931198,,,,-0.00031690826203,
03/1997,,,12.0104438642298,8.20932691011782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0003169152584,,,-5.08627133816747,-5.0862713389462,-5.08629069084522,,,,,-5.08657213203253,,,,-0.00031690826203,
06/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-3.8246003223443,-3.82460032073892,-3.82460028266654,,,,,-3.82460031930226,,,,0,
09/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-5.15244637577709,-5.15244638715111,-5.15244650674431,,,,,-5.15244638955253,,,,0,
12/1997,,,,,,,,,,,,,,45.2588666938443,100.985221674877,-36.84210526315789,8800,244.587628865979,,-26.23376623376624,42.9950430472215,-26.06232294617564,-32.93650793650794,6.25717566016073,,,83.3333333333334,-9.23076923076924,100,,-4.25531914893616,247.974068071313,200,17.0860927152318,,,,,,-17.28813559322034,50,9.84936268829663,,,,,-34.67112597547381,-55.10204081632654,-8.29694323144104,,,,73.4177215189874,46.7109233554617,,,,36.0313623769381,36.0313623769381,50.1053973233982,50.1053973233982,49.7608122620326,50.9664841546375,49.7608122620326,51.4493989257396,51.4493989257396,51.9281996639482,51.9281996639482,51.9532805379817,51.9532805379817,51.8983992591613,51.8983992591613,51.4156715473227,51.4156715473227,50.6234302116972,50.6234302116972,,,,,32.4917097782,,,,0,,,-6.16877511216138,-6.16877509398143,-6.16877505898648,,,,,-6.16877509369781,,,,0,
03/1998,,,0,-2.06533029155963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011429766853,,,-3.67742634996914,-3.67742633942395,-3.6774263024423,,,,,-3.67731624409252,,,,0.00011429292344,
06/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011429766853,,,-4.07705377971668,-4.07705377529699,-4.0770537475718,,,,,-4.0769441346974,,,,0.00011429292344,
09/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011429766853,,,0.44759970061381,0.44759970558077,0.44759971680275,,,,,0.44771451307113,,,,0.00011429292344,
12/1998,,,,,,,,,,,,,,-25.91490794791198,-24.50980392156863,-68.33333333333333,-98.87640449438202,-64.09872849663427,,-5.6338028169014,-20.21528918080643,11.4942528735632,33.1360946745562,-37.27714748784442,,,-43.63636363636364,45.7627118644068,0,,15.5555555555556,-40.68467629250117,-85.71428571428571,-8.03167420814479,,,,,,2.54098360655738,50.6849315068493,-3.79746835443039,,,,,-14.50511945392492,,-16.96428571428572,3300,,,-42.82238442822385,-99.34183463595228,,,,-28.84073672806068,-28.84073672806068,-27.76616590463749,-27.76616590463749,-27.67275097783573,-27.69885973347987,-27.67275097783573,-27.68317054634502,-27.68317054634502,-27.74061286145879,-27.74061286145879,-28.01490712164443,-28.01490712164443,-28.04099169714915,-28.04099169714915,-31.64084271541633,-31.64084271541633,-31.69460739064408,-31.69460739064408,,,,,-30.21302941212155,,,,0.00011429766853,,,4.35600487677294,4.35600486869324,4.35600493772493,,,,,4.35612414771362,,,,0.00011429292344,
03/1999,,,-6.75990675990676,-8.19058229202997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.64353131249903,1.64353131662831,1.64353130557721,,,,,1.64353131086493,,,,0,
06/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.32515156152412,0.32515155834835,0.32515160823366,,,,,0.32515155303791,,,,0,
09/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.19369266394215,1.19369266229063,1.19369267067817,,,,,1.19369266323717,,,,0,
12/1999,,,,,,,,,,,,,,-10.01591029623457,-97.40259740259741,315.789473684211,,80.625,,1.49253731343284,-66.4532357649211,23.7113402061856,-40.88888888888889,41.7743324720069,,,35.4838709677419,-53.48837209302325,600,,-73.07692307692307,-63.25088339222616,-66.66666666666666,-12.30012300123002,,,,,,-17.585931254996,-16.96969696969696,-33.99122807017544,,,,,16.3672654690619,,-22.72401433691756,50,,,62.9787234042553,1425,,,,-12.99634591961022,-12.99634591961022,-11.38891400669138,-11.38891400669138,-11.51419558359622,-15.09842669301512,-11.51419558359622,-15.00077845243656,-15.00077845243656,-16.14155592056145,-16.14155592056145,-15.27260961009546,-15.27260961009546,-16.18186952838182,-16.18186952838182,-12.05462698736242,-12.05462698736242,-11.14259557958062,-11.14259557958062,,,,,-14.86436176043059,,,,0,,,-2.52212831182027,-2.52212832610559,-2.52212837992777,,,,,-2.52212832842391,,,,0,
03/2000,,,0,-1.89968731467846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-0.80772028390493,-0.80772028496274,-0.8077202894281,,,,,-0.80772028443326,,,,0,
06/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.10524387530175,0.10524387143997,0.10524374537946,,,,,0.10524387096872,,,,0,
09/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-6.47128223171253,-6.47128222503879,-6.47128212962281,,,,,-6.47128222609462,,,,0,
12/2000,,,,,,,,,,,,,,-11.39176559737307,2587.5,146.835443037975,,-23.1833910034602,,-88.23529411764707,20.8588957055215,37.7777777777778,-46.61654135338346,-35.41919805589308,,,28.5714285714286,77.5,50,,28.5714285714286,8.65384615384616,1000,76.2973352033661,,,,,,11.5421920465567,86.4963503649635,110.132890365449,-92.45635910224438,,,,50.4288164665523,,-55.75139146567718,47.0588235294118,,,-12.27154046997389,173.360655737705,,,,-4.79490410191798,-4.79490410191798,2.68891269962752,2.68891269962752,3.52941176470589,7.34523969383644,3.52941176470589,7.60142870226211,7.60142870226211,8.08849715099716,8.08849715099716,6.3251861752912,6.3251861752912,5.99249133615711,5.99249133615711,7.74115792889261,7.74115792889261,7.22661041063631,7.22661041063631,,,,,-7.58558799662922,,,,0,,,-5.07130814631381,-5.07130814277087,-5.07130820275731,,,,,-5.07130814433981,,,,0,
03/2001,,,0,-2.74135810902682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-6.40171144328661,-6.40171145826057,-6.40171145232007,,,,,-6.40171145824817,,,,0,
06/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-6.85206063263888,-6.85206061170139,-6.85206060762481,,,,,-6.85206061024506,,,,0,
09/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-0.68433468594158,-0.6843346776552,-0.68433469305587,,,,,-0.68433467419792,,,,0,
12/2001,,,,,,,,,,,,,,250.294564804257,187.441860465116,66.4957264957265,,113.663663663664,,653.125,158.262831359278,75.8064516129032,1253.52112676056,315.239887111947,2200,,751.851851851852,3014.08450704225,176.190476190476,,3277.77777777778,607.472959685349,445.454545454545,215.910898965792,,,,,,79.1304347826087,46.1839530332681,180.158102766798,218.181818181818,,,,2.50855188141392,10.5719237435009,-18.23899371069182,2.66666666666667,,,7.14285714285715,0.14992503748126,,,,201.713109330196,201.713109330196,213.296233727517,213.296233727517,213.154269972452,214.886164623468,213.154269972452,212.086134990212,212.086134990212,214.542234669083,214.542234669083,216.248372468909,216.248372468909,220.621225194133,220.621225194133,216.589941057523,216.589941057523,215.066800878477,215.066800878477,,,,,190.164655437082,,,,0,,,-3.54422935650148,-3.54422934919134,-3.54422933218517,,,,,-3.54422934892519,,,,0,
03/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-1.08980137969002,-1.08980138188883,-1.08980133473525,,,,,-1.08980137885115,,,,0,
06/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6.80905303109905,6.80905300917049,6.80905309110687,,,,,6.80905301428883,,,,0,
09/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2.61324572445877,2.61324571537705,2.61324570953345,,,,,2.6132457118762,,,,0,
12/2002,,,,,,,,,,,,,,207.722772277228,106.63430420712,37.5770020533881,89.7018970189702,151.651440618412,,221.576763485477,213.867656693601,75,23.4131113423517,109.719075668328,548.550724637681,,42.8260869565218,28.1772953414745,5365.51724137931,,-22.36842105263159,22.6963168867269,240,53.2611432888441,,,,,200.844594594595,33.5922330097087,78.045515394913,269.074492099323,4674.15584415584,,,,2.11345939933259,1.41065830721003,131.025641025641,1072.72727272727,,,16.1111111111111,-70.65868263473054,,,,219.175845598986,219.175845598986,185.003330478637,185.003330478637,183.381507430331,166.70109645638,183.381507430331,169.446641394169,169.446641394169,166.001518841491,166.001518841491,170.696215111162,170.696215111162,169.205710724605,169.205710724605,163.268329143168,163.268329143168,170.758484483234,170.758484483234,,,,,205.141314503565,,,,0,,,8.17943530668796,8.17943530727698,8.17943530851272,,,,,8.17943530426807,,,,0,
03/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63673984214402,,,10.175240479963,10.1752404866404,-83.71664354941237,,,,,14.1820273523745,,,,3.63673983899597,
