,LEAP - 4026 (Parent Series),daily series test 1,International Reserves,Testing 9.7 (f),QC Team Testing: Case: 985.11
Region,Test,Test,Chile,Test,Test
Subnational,,,,,
Frequency,"Daily, ""5 observation""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""5 observation"""
Unit,%,Person,USD mn,Unit,NA
Source,CDM_Stress_Test_STP_QA_Akshata,test22_10,Central Bank of Chile,Test AC 9.7,QC_Test (Full Scale)
Status,Active,Active,Active,Active,Active
Series ID,366946997 (CDCC),352636197,114157808,383129097,379564047
SR Code,SR88307687,SR88086077,SR1393378,SR101306137,SR108100567
Mnemonic,,,,,
Function Information,,,,,
First Obs. Date,02/02/2015,01/12/2013,31/12/1995,28/10/2016,13/01/2003
Last Obs. Date,27/03/2015,18/12/2013,07/05/2019,06/12/2016,26/08/2016
Last Update Time,27/03/2015,12/02/2016,15/05/2019,10/10/2018,26/08/2016
Series remarks,,this is my remark,,,
Suggestions,,,,,
30/11/2009,,,26114.55899,,248.52405498
01/12/2009,,,,,249.19243986
02/12/2009,,,,,249.61168385
03/12/2009,,,,,250.07388316
04/12/2009,,,,,250.24742268
07/12/2009,,,25383.47536,,250.65292096
08/12/2009,,,,,250.81958763
09/12/2009,,,,,250.94158076
10/12/2009,,,,,251.01030928
11/12/2009,,,,,250.87285223
14/12/2009,,,,,250.52405498
15/12/2009,,,26105.2496,,249.63402062
16/12/2009,,,,,248.43127148
17/12/2009,,,,,247.96735395
18/12/2009,,,,,247.3161512
21/12/2009,,,,,246.71477663
22/12/2009,,,,,245.97594502
23/12/2009,,,25330.04298,,245.71305842
24/12/2009,,,,,245.95876289
25/12/2009,,,,,246.21821306
28/12/2009,,,,,246.40721649
29/12/2009,,,,,246.8419244
30/12/2009,,,,,247.45704467
31/12/2009,,,25372.54064,,248.37628866
04/01/2010,,,,,248.37628866
05/01/2010,,,,,249.05670103
06/01/2010,,,,,249.61683849
07/01/2010,,,25024.92463,,250.85738832
08/01/2010,,,,,251.51030928
11/01/2010,,,,,252.57560137
12/01/2010,,,,,252.68728522
13/01/2010,,,,,251.41752577
14/01/2010,,,,,251.20103093
15/01/2010,,,26021.49591,,250.51546392
18/01/2010,,,,,249.94158076
19/01/2010,,,,,249.36254296
20/01/2010,,,,,248.82474227
21/01/2010,,,,,248.67697595
22/01/2010,,,,,248.56185567
23/01/2010,,,25285.96261,,
25/01/2010,,,,,248.76632302
26/01/2010,,,,,248.93814433
27/01/2010,,,,,249.43986254
28/01/2010,,,24945.7,,249.78350515
29/01/2010,,,,,250.18213058
01/02/2010,,,,,250.12027491
02/02/2010,,,,,250.04982818
03/02/2010,,,,,250.00515464
04/02/2010,,,,,249.82989691
05/02/2010,,,,,250.03436426
07/02/2010,,,24757.3,,
08/02/2010,,,,,249.75429553
09/02/2010,,,,,249.31786942
10/02/2010,,,,,248.90034364
11/02/2010,,,,,248.59106529
12/02/2010,,,,,247.8556701
15/02/2010,,,25870.11226,,247.3024055
16/02/2010,,,,,247.3024055
17/02/2010,,,,,247.3024055
18/02/2010,,,,,247.04467354
19/02/2010,,,,,247.09278351
22/02/2010,,,,,247.09450172
23/02/2010,,,24883.18064,,247.11168385
24/02/2010,,,,,247.5790378
25/02/2010,,,,,248.30584192
26/02/2010,,,,,248.75429553
28/02/2010,,,24921.65456,,
01/03/2010,,,,,249.10996564
02/03/2010,,,,,248.73195876
03/03/2010,,,,,248.4467354
04/03/2010,,,,,247.57731959
05/03/2010,,,,,245.75257732
07/03/2010,,,25151.64319,,
08/03/2010,,,,,245.27835052
09/03/2010,,,,,245.27835052
10/03/2010,,,,,245.00687285
11/03/2010,,,,,244.6580756
12/03/2010,,,,,244.15635739
15/03/2010,,,26041.72231,,243.9862543
16/03/2010,,,,,243.99828179
17/03/2010,,,,,243.77835052
18/03/2010,,,,,243.45704467
19/03/2010,,,,,243.21821306
22/03/2010,,,,,242.66666667
23/03/2010,,,25706.18994,,241.4604811
24/03/2010,,,,,238.81958763
25/03/2010,,,,,236.35910653
26/03/2010,,,,,235.90549828
29/03/2010,,,,,235.46907216
30/03/2010,,,25630.95596,,235.29725086
31/03/2010,,,,,234.89690722
01/04/2010,,,,,234.61683849
02/04/2010,,,,,234.48281787
05/04/2010,,,,,234.53264605
06/04/2010,,,,,234.5395189
07/04/2010,,,25304.80788,,234.58075601
08/04/2010,,,,,234.94158076
09/04/2010,,,,,235.79037801
12/04/2010,,,,,237.61340206
13/04/2010,,,,,237.92439863
14/04/2010,,,,,238.0532646
15/04/2010,,,26405.95127,,239.1838488
16/04/2010,,,,,240.8024055
19/04/2010,,,,,242.34707904
20/04/2010,,,,,242.06357388
21/04/2010,,,,,241.63573883
22/04/2010,,,,,240.6443299
23/04/2010,,,25580.76778,,239.85910653
26/04/2010,,,,,237.68556701
27/04/2010,,,,,237.09621993
28/04/2010,,,,,236.30756014
29/04/2010,,,,,235.95189003
30/04/2010,,,25523.27122,,235.81786942
03/05/2010,,,,,236.6580756
04/05/2010,,,,,237.82302405
05/05/2010,,,,,238.93298969
06/05/2010,,,,,239.52920962
07/05/2010,,,24853.94787,,239.70274914
10/05/2010,,,,,238.42783505
11/05/2010,,,,,238.25601375
12/05/2010,,,,,238.1185567
13/05/2010,,,,,237.83676976
14/05/2010,,,,,237.73539519
15/05/2010,,,26434.86058,,
17/05/2010,,,,,237.90378007
18/05/2010,,,,,238.25429553
19/05/2010,,,,,238.75257732
20/05/2010,,,,,239.2371134
21/05/2010,,,,,238.97938144
23/05/2010,,,25058.53882,,
24/05/2010,,,,,238.77147766
25/05/2010,,,,,238.30756014
26/05/2010,,,,,238.14089347
27/05/2010,,,,,238.11168385
28/05/2010,,,,,238.06872852
30/05/2010,,,24860.82634,,
31/05/2010,,,,,237.9467354
01/06/2010,,,,,237.75429553
02/06/2010,,,,,237.75429553
03/06/2010,,,,,237.6975945
04/06/2010,,,,,237.72680412
07/06/2010,,,24491.46141,,237.81958763
08/06/2010,,,,,237.85910653
09/06/2010,,,,,237.98797251
10/06/2010,,,,,238.03780069
11/06/2010,,,,,237.99484536
14/06/2010,,,,,237.67182131
15/06/2010,,,25409.88687,,237.25085911
16/06/2010,,,,,237.25601375
17/06/2010,,,,,237.23024055
18/06/2010,,,,,237.24570447
21/06/2010,,,,,237.16666667
22/06/2010,,,,,237.12199313
23/06/2010,,,25186.55739,,237.00687285
24/06/2010,,,,,236.8161512
25/06/2010,,,,,236.40378007
28/06/2010,,,,,235.75085911
29/06/2010,,,,,235.60996564
30/06/2010,,,25175.47091,,235.16323024
01/07/2010,,,,,234.92611684
02/07/2010,,,,,234.68728522
05/07/2010,,,,,234.71821306
06/07/2010,,,,,234.73367698
07/07/2010,,,25084.3,,234.91408935
08/07/2010,,,,,235.13230241
09/07/2010,,,,,235.36426117
12/07/2010,,,,,235.28865979
13/07/2010,,,,,235.28865979
14/07/2010,,,,,235.28865979
15/07/2010,,,25770.38678,,235.22852234
16/07/2010,,,,,234.8556701
19/07/2010,,,,,234.87628866
20/07/2010,,,,,234.88316151
21/07/2010,,,,,234.84536082
22/07/2010,,,,,234.83676976
23/07/2010,,,25810.98073,,234.81786942
26/07/2010,,,,,234.54295533
27/07/2010,,,,,234.10824742
28/07/2010,,,,,233.71993127
29/07/2010,,,,,233.36426117
30/07/2010,,,,,233.0395189
31/07/2010,,,25826.42394,,
02/08/2010,,,,,232.55841924
03/08/2010,,,,,232.34879725
04/08/2010,,,,,231.94845361
05/08/2010,,,,,231.58419244
06/08/2010,,,,,231.26632302
07/08/2010,,,25693.6226,,
09/08/2010,,,,,230.79037801
10/08/2010,,,,,230.42439863
11/08/2010,,,,,229.92955326
12/08/2010,,,,,229.13917526
13/08/2010,,,,,228.02405498
15/08/2010,,,26389.08967,,
16/08/2010,,,,,227.61340206
17/08/2010,,,,,227.08762887
18/08/2010,,,,,226.53264605
19/08/2010,,,,,226.12542955
20/08/2010,,,,,225.54639175
23/08/2010,,,25232.96602,,224.97250859
24/08/2010,,,,,224.63230241
25/08/2010,,,,,224.30412371
26/08/2010,,,,,223.86082474
27/08/2010,,,,,223.31443299
30/08/2010,,,25221.27664,,223.38487973
31/08/2010,,,,,223.67697595
01/09/2010,,,,,224.15120275
02/09/2010,,,,,224.91065292
03/09/2010,,,,,226.59965636
06/09/2010,,,,,228.10652921
07/09/2010,,,25230.26002,,227.37972509
08/09/2010,,,,,226.97250859
09/09/2010,,,,,226.73367698
10/09/2010,,,,,226.78006873
13/09/2010,,,,,227.37113402
14/09/2010,,,,,227.85910653
15/09/2010,,,26446.62301,,228.49828179
16/09/2010,,,,,229.27319588
17/09/2010,,,,,229.92783505
20/09/2010,,,,,229.56701031
21/09/2010,,,,,228.99656357
22/09/2010,,,,,228.10824742
23/09/2010,,,26848.39372,,227.5790378
24/09/2010,,,,,227.78178694
27/09/2010,,,,,228.16666667
28/09/2010,,,,,228.18556701
29/09/2010,,,,,228.20618557
30/09/2010,,,26445.53322,,227.76460481
01/10/2010,,,,,227.39003436
04/10/2010,,,,,226.8419244
05/10/2010,,,,,226.39003436
06/10/2010,,,,,226.08247423
07/10/2010,,,26078.94055,,225.53780069
08/10/2010,,,,,225.94501718
11/10/2010,,,,,226.08247423
12/10/2010,,,,,226.0532646
13/10/2010,,,,,225.74226804
14/10/2010,,,,,225.33333333
15/10/2010,,,27594.17234,,225.2233677
18/10/2010,,,,,224.85910653
19/10/2010,,,,,224.26460481
20/10/2010,,,,,223.69072165
21/10/2010,,,,,222.84879725
22/10/2010,,,,,222.57044674
23/10/2010,,,26536.43847,,
25/10/2010,,,,,222.5137457
26/10/2010,,,,,221.80756014
27/10/2010,,,,,221.52233677
28/10/2010,,,,,221.05154639
29/10/2010,,,,,220.87113402
30/10/2010,,,26472.82079,,
01/11/2010,,,,,220.51202749
02/11/2010,,,,,220.48453608
03/11/2010,,,,,220.52920962
04/11/2010,,,,,220.91065292
05/11/2010,,,,,221.03264605
07/11/2010,,,26414.755,,
08/11/2010,,,,,220.90206186
09/11/2010,,,,,220.43814433
10/11/2010,,,,,220.24570447
11/11/2010,,,,,220.01030928
12/11/2010,,,,,220.04810997
15/11/2010,,,26890.83043,,219.77147766
16/11/2010,,,,,219.52233677
17/11/2010,,,,,219.42783505
18/11/2010,,,,,219.20618557
19/11/2010,,,,,218.71305842
22/11/2010,,,,,217.84879725
23/11/2010,,,25949.90193,,216.91580756
24/11/2010,,,,,216.21649485
25/11/2010,,,,,215.63573883
26/11/2010,,,,,214.85395189
30/11/2010,,,26006.32457,,214.20790378
01/12/2010,,,,,213.66666667
02/12/2010,,,,,213.08075601
03/12/2010,,,,,212.4347079
06/12/2010,,,,,211.86597938
07/12/2010,,,25564.75591,,210.46563574
08/12/2010,,,,,209.39175258
09/12/2010,,,,,208.94329897
10/12/2010,,,,,208.45532646
13/12/2010,,,,,208.09965636
14/12/2010,,,,,208.20446735
15/12/2010,,,27404.42246,,208.37800687
16/12/2010,,,,,208.82646048
17/12/2010,,,,,211.46219931
20/12/2010,,,,,213.10824742
21/12/2010,,,,,213.46391753
22/12/2010,,,,,213.71477663
23/12/2010,,,26525.16821,,213.64604811
24/12/2010,,,,,214.14948454
27/12/2010,,,,,214.43298969
28/12/2010,,,,,214.87457045
29/12/2010,,,,,215.64604811
30/12/2010,,,,,215.88831615
31/12/2010,,,27863.73385,,216.01030928
03/01/2011,,,,,216.01030928
04/01/2011,,,,,216.45876289
05/01/2011,,,,,217.7628866
06/01/2011,,,,,218.9347079
07/01/2011,,,26072.31142,,220.40721649
10/01/2011,,,,,219.86769759
11/01/2011,,,,,219.46735395
12/01/2011,,,,,219.00859107
13/01/2011,,,,,215.30412371
14/01/2011,,,,,214.99828179
15/01/2011,,,27153.49309,,
17/01/2011,,,,,213.82302405
18/01/2011,,,,,213.83161512
19/01/2011,,,,,213.52405498
20/01/2011,,,,,213.70103093
21/01/2011,,,,,213.85395189
23/01/2011,,,27350.40131,,
24/01/2011,,,,,214.42268041
25/01/2011,,,,,215.23883162
26/01/2011,,,,,214.6185567
27/01/2011,,,,,214.32817869
28/01/2011,,,,,213.91924399
31/01/2011,,,26977.02802,,213.99656357
01/02/2011,,,,,214.1838488
02/02/2011,,,,,214.58247423
07/02/2011,,,28450.89902,,215.09621993
08/02/2011,,,,,215.24226804
09/02/2011,,,,,215.84364261
10/02/2011,,,,,216.32474227
11/02/2011,,,,,216.22508591
14/02/2011,,,,,216.08934708
15/02/2011,,,28450.89902,,215.79209622
16/02/2011,,,,,215.41065292
17/02/2011,,,,,214.94501718
18/02/2011,,,,,214.69415808
21/02/2011,,,,,214.95360825
22/02/2011,,,,,215.15463918
23/02/2011,,,28159.8,,215.32646048
24/02/2011,,,,,215.43127148
25/02/2011,,,,,215.67697595
28/02/2011,,,28449.71168,,215.55154639
01/03/2011,,,,,215.65292096
02/03/2011,,,,,215.15979381
03/03/2011,,,,,215.03264605
04/03/2011,,,,,215.02061856
07/03/2011,,,28656.89313,,214.60996564
08/03/2011,,,,,214.60996564
09/03/2011,,,,,214.26460481
10/03/2011,,,,,213.45360825
11/03/2011,,,,,212.9347079
14/03/2011,,,,,212.71477663
15/03/2011,,,29703.96362,,212.09793814
16/03/2011,,,,,211.44845361
17/03/2011,,,,,210.64948454
18/03/2011,,,,,209.78006873
21/03/2011,,,,,209.25945017
22/03/2011,,,,,208.80927835
23/03/2011,,,29932.36547,,208.66494845
24/03/2011,,,,,208.29725086
25/03/2011,,,,,207.81958763
28/03/2011,,,,,206.98969072
29/03/2011,,,,,206.19243986
30/03/2011,,,,,205.86254296
31/03/2011,,,31481.28674,,205.37285223
01/04/2011,,,,,205.3814433
04/04/2011,,,,,205.53264605
05/04/2011,,,,,205.95876289
06/04/2011,,,,,206.73024055
07/04/2011,,,30065.25057,,207.65463918
08/04/2011,,,,,207.55498282
11/04/2011,,,,,207.06013746
12/04/2011,,,,,206.91065292
13/04/2011,,,,,206.96219931
14/04/2011,,,,,207.1975945
15/04/2011,,,31951.04379,,207.72164948
18/04/2011,,,,,208.23024055
19/04/2011,,,,,209.53780069
20/04/2011,,,,,210.57044674
21/04/2011,,,,,211.41237113
22/04/2011,,,,,212.74054983
23/04/2011,,,31393.76769,,
25/04/2011,,,,,213.58934708
26/04/2011,,,,,214.25601375
27/04/2011,,,,,215.02749141
28/04/2011,,,,,215.44329897
29/04/2011,,,,,216.23195876
30/04/2011,,,31942.7592,,
02/05/2011,,,,,217.27319588
03/05/2011,,,,,217.74054983
04/05/2011,,,,,217.92268041
05/05/2011,,,,,217.63402062
06/05/2011,,,,,215.82130584
07/05/2011,,,32591.16182,,
09/05/2011,,,,,215.22852234
10/05/2011,,,,,212.97594502
11/05/2011,,,,,210.25601375
12/05/2011,,,,,209.40549828
13/05/2011,,,,,209.59621993
15/05/2011,,,33070.06947,,
16/05/2011,,,,,209.36426117
17/05/2011,,,,,208.79725086
18/05/2011,,,,,208.64948454
19/05/2011,,,,,209.74914089
20/05/2011,,,,,209.86941581
23/05/2011,,,32453.75778,,209.8024055
24/05/2011,,,,,209.40893471
25/05/2011,,,,,211.22164948
26/05/2011,,,,,211.51890034
27/05/2011,,,,,212.72680412
30/05/2011,,,,,212.11340206
31/05/2011,,,32769.64683,,213.97766323
01/06/2011,,,,,213.97766323
02/06/2011,,,,,213.9742268
03/06/2011,,,,,214.8024055
06/06/2011,,,,,215.41065292
07/06/2011,,,33016.07901,,215.36941581
08/06/2011,,,,,215.29037801
09/06/2011,,,,,214.49484536
10/06/2011,,,,,214.65979381
13/06/2011,,,,,215.40034364
14/06/2011,,,,,215.69243986
15/06/2011,,,34208.14547,,216.21477663
16/06/2011,,,,,215.93127148
17/06/2011,,,,,216.21477663
20/06/2011,,,,,216.73367698
21/06/2011,,,,,216.71821306
22/06/2011,,,,,217.29209622
23/06/2011,,,34054.30382,,217.62371134
24/06/2011,,,,,217.29896907
27/06/2011,,,,,217.34020619
28/06/2011,,,,,217.16494845
29/06/2011,,,,,216.72680412
30/06/2011,,,34883.87007,,216.26116838
01/07/2011,,,,,215.5137457
04/07/2011,,,,,215.11512027
05/07/2011,,,,,214.62199313
06/07/2011,,,,,214.02233677
07/07/2011,,,33534.78878,,213.78865979
08/07/2011,,,,,212.92611684
09/07/2011,,,,,212.104811
10/07/2011,,,,,212.14948454
11/07/2011,,,,,212.14948454
12/07/2011,,,,,212.14948454
13/07/2011,,,,,212.14948454
14/07/2011,,,,,212.14948454
15/07/2011,,,35282.84409,,212.14948454
18/07/2011,,,,,212.8024055
19/07/2011,,,,,213.29896907
20/07/2011,,,,,213.51202749
21/07/2011,,,,,214.02920962
22/07/2011,,,,,215.18041237
23/07/2011,,,34944.46652,,
25/07/2011,,,,,215.58762887
26/07/2011,,,,,215.45532646
27/07/2011,,,,,215.90034364
28/07/2011,,,,,215.47079038
29/07/2011,,,,,214.99140893
31/07/2011,,,34481.45614,,
01/08/2011,,,,,215.27491409
02/08/2011,,,,,213.57560137
03/08/2011,,,,,212.63402062
04/08/2011,,,,,211.78865979
05/08/2011,,,,,212.00687285
07/08/2011,,,34750.25117,,
08/08/2011,,,,,212.48797251
09/08/2011,,,,,212.03436426
10/08/2011,,,,,212.1580756
11/08/2011,,,,,211.50687285
12/08/2011,,,,,211.70618557
15/08/2011,,,36785.09942,,211.80412371
16/08/2011,,,,,211.9742268
17/08/2011,,,,,212.34707904
18/08/2011,,,,,212.56357388
19/08/2011,,,,,212.67697595
22/08/2011,,,,,213.15120275
23/08/2011,,,35914.29091,,213.17697595
24/08/2011,,,,,213
25/08/2011,,,,,213.28350515
26/08/2011,,,,,213.54467354
29/08/2011,,,,,213.90034364
30/08/2011,,,,,213.79381443
31/08/2011,,,36365.58669,,214.54810997
01/09/2011,,,,,214.8556701
02/09/2011,,,,,215.60309278
05/09/2011,,,,,215.60137457
06/09/2011,,,,,215.24054983
07/09/2011,,,36346.34008,,214.34536082
08/09/2011,,,,,214.86082474
09/09/2011,,,,,215.00687285
12/09/2011,,,,,215.54467354
13/09/2011,,,,,215.79725086
14/09/2011,,,,,215.64261168
15/09/2011,,,36906.5378,,216.33676976
16/09/2011,,,,,216.47250859
19/09/2011,,,,,216.98281787
20/09/2011,,,,,216.82130584
21/09/2011,,,,,216.81443299
22/09/2011,,,,,216.44845361
23/09/2011,,,36273.80316,,216.38487973
26/09/2011,,,,,217.00343643
27/09/2011,,,,,217.25773196
28/09/2011,,,,,218.46391753
29/09/2011,,,,,220.07388316
30/09/2011,,,37840,,220.90034364
03/10/2011,,,,,221.51718213
04/10/2011,,,,,221.94329897
05/10/2011,,,,,222.27835052
06/10/2011,,,,,222.43986254
07/10/2011,,,37080.9,,221.30927835
10/10/2011,,,,,221.23539519
11/10/2011,,,,,220.67182131
12/10/2011,,,,,220.63058419
13/10/2011,,,,,220.53092784
14/10/2011,,,,,220.92955326
15/10/2011,,,38132.06111,,
17/10/2011,,,,,221.19415808
18/10/2011,,,,,221.43986254
19/10/2011,,,,,221.76632302
20/10/2011,,,,,222.36426117
21/10/2011,,,,,222.75257732
23/10/2011,,,36273.80316,,
24/10/2011,,,,,223.08075601
25/10/2011,,,,,223.45189003
26/10/2011,,,,,223.41408935
27/10/2011,,,,,222.86597938
28/10/2011,,,,,222.86597938
31/10/2011,,,38679.7,,222.96735395
01/11/2011,,,,,223.12371134
02/11/2011,,,,,223.42268041
03/11/2011,,,,,223.73883162
04/11/2011,,,,,224.40378007
07/11/2011,,,38728.5,,226.00343643
08/11/2011,,,,,226.45189003
09/11/2011,,,,,228.15120275
10/11/2011,,,,,229.16494845
11/11/2011,,,,,228.86941581
14/11/2011,,,,,229.61683849
15/11/2011,,,38831.9,,229.74398625
16/11/2011,,,,,228.48797251
17/11/2011,,,,,227.63917526
18/11/2011,,,,,227.04123711
21/11/2011,,,,,226.98281787
22/11/2011,,,,,226.74570447
23/11/2011,,,38611.8,,227.11168385
24/11/2011,,,,,227.94845361
25/11/2011,,,,,228.18728522
28/11/2011,,,,,229.29553265
29/11/2011,,,,,230.10996564
30/11/2011,,,38792.94676,,230.395189
01/12/2011,,,,,231.35395189
02/12/2011,,,,,231.01030928
05/12/2011,,,,,232.01202749
06/12/2011,,,,,232.31958763
07/12/2011,,,38643.20063,,234.63058419
08/12/2011,,,,,235.51546392
09/12/2011,,,,,235.34364261
12/12/2011,,,,,237.36426117
13/12/2011,,,,,237.10996564
14/12/2011,,,,,236.63917526
15/12/2011,,,39920,,236.98109966
16/12/2011,,,,,236.33161512
19/12/2011,,,,,236.35051546
20/12/2011,,,,,236.04810997
21/12/2011,,,,,236.36254296
22/12/2011,,,,,236.69243986
23/12/2011,,,41026.6,,238.36426117
26/12/2011,,,,,239.00515464
27/12/2011,,,,,239.41065292
28/12/2011,,,,,239.69931271
29/12/2011,,,,,239.69931271
30/12/2011,,,,,239.92611684
31/12/2011,,,41979.33148,,
02/01/2012,,,,,240.23883162
03/01/2012,,,,,241.21477663
04/01/2012,,,,,242.65463918
05/01/2012,,,,,243.43986254
06/01/2012,,,,,245.45876289
07/01/2012,,,39989.1,,
09/01/2012,,,,,246.31099656
10/01/2012,,,,,243.81099656
11/01/2012,,,,,242.36082474
12/01/2012,,,,,240.55841924
13/01/2012,,,,,240.45017182
15/01/2012,,,41077.7,,
16/01/2012,,,,,241.23024055
17/01/2012,,,,,239.36941581
18/01/2012,,,,,239.37972509
19/01/2012,,,,,238.38659794
20/01/2012,,,,,238.17697595
23/01/2012,,,39319.6,,237.27147766
24/01/2012,,,,,236.61683849
25/01/2012,,,,,235.93127148
26/01/2012,,,,,235.5532646
27/01/2012,,,,,235.45189003
30/01/2012,,,,,235.02233677
31/01/2012,,,39210.05457,,234.75945017
01/02/2012,,,,,234.4467354
02/02/2012,,,,,234.13917526
03/02/2012,,,,,233.69415808
06/02/2012,,,,,232.92955326
07/02/2012,,,39017.75116,,232.4347079
08/02/2012,,,,,231.31443299
09/02/2012,,,,,230.61168385
10/02/2012,,,,,230.33676976
13/02/2012,,,,,229.42439863
14/02/2012,,,,,229.66838488
15/02/2012,,,39773.2,,229.16323024
16/02/2012,,,,,229.06357388
17/02/2012,,,,,228.51718213
18/02/2012,,,,,228.06357388
20/02/2012,,,,,227.96907216
21/02/2012,,,,,227.55154639
23/02/2012,,,39657.21616,,
27/02/2012,,,,,228.28522337
28/02/2012,,,,,229.06185567
29/02/2012,,,39324.55334,,230.27319588
01/03/2012,,,,,230.37972509
02/03/2012,,,,,230.50859107
05/03/2012,,,,,229.52920962
06/03/2012,,,,,229.48109966
07/03/2012,,,38268.6,,229.395189
09/03/2012,,,,,229.93814433
12/03/2012,,,,,230.30412371
13/03/2012,,,,,230.395189
14/03/2012,,,,,229.6838488
15/03/2012,,,38933.1,,229.44158076
16/03/2012,,,,,229.0652921
19/03/2012,,,,,229.17697595
20/03/2012,,,,,228.46735395
21/03/2012,,,,,228.36941581
22/03/2012,,,,,228.53092784
23/03/2012,,,39291.4,,228.69415808
26/03/2012,,,,,228.5532646
27/03/2012,,,,,228.41752577
28/03/2012,,,,,228.18556701
29/03/2012,,,,,227.69072165
30/03/2012,,,,,226.59793814
31/03/2012,,,39551,,
02/04/2012,,,,,226.17869416
03/04/2012,,,,,225.88487973
04/04/2012,,,,,224.62542955
05/04/2012,,,,,224.09793814
06/04/2012,,,,,223.48281787
07/04/2012,,,38469.5,,
09/04/2012,,,,,223.65979381
10/04/2012,,,,,223.93127148
11/04/2012,,,,,224.58934708
12/04/2012,,,,,225.395189
13/04/2012,,,,,225.45876289
15/04/2012,,,39742.5,,
16/04/2012,,,,,225.69415808
17/04/2012,,,,,225.68728522
18/04/2012,,,,,225.97938144
19/04/2012,,,,,226.37800687
20/04/2012,,,,,226.43298969
23/04/2012,,,39054.21462,,226.85910653
24/04/2012,,,,,227.0395189
25/04/2012,,,,,226.67697595
26/04/2012,,,,,226.89175258
27/04/2012,,,,,226.91580756
30/04/2012,,,38770.1,,226.25601375
01/05/2012,,,,,226.40378007
02/05/2012,,,,,226.05154639
03/05/2012,,,,,226.10996564
04/05/2012,,,,,226.39347079
07/05/2012,,,38501.2,,226.17869416
08/05/2012,,,,,226.42268041
09/05/2012,,,,,226.1838488
10/05/2012,,,,,226.15292096
11/05/2012,,,,,226.06701031
14/05/2012,,,,,226.09793814
15/05/2012,,,39621.8,,226.2628866
16/05/2012,,,,,226.31099656
17/05/2012,,,,,226.84364261
18/05/2012,,,,,226.78006873
21/05/2012,,,,,227.08075601
22/05/2012,,,,,227.20103093
23/05/2012,,,38351,,227.00343643
24/05/2012,,,,,226.91408935
25/05/2012,,,,,226.86082474
28/05/2012,,,,,226.73539519
29/05/2012,,,,,226.59965636
30/05/2012,,,,,225.9467354
31/05/2012,,,38301.8,,226.11683849
04/06/2012,,,,,226.08934708
05/06/2012,,,,,226.12542955
06/06/2012,,,,,225.96735395
07/06/2012,,,38609,,226.52920962
08/06/2012,,,,,226.58934708
11/06/2012,,,,,226.86254296
12/06/2012,,,,,226.84707904
13/06/2012,,,,,226.80927835
14/06/2012,,,,,227.3161512
15/06/2012,,,40100,,228.0652921
18/06/2012,,,,,228.79553265
19/06/2012,,,,,229.28178694
20/06/2012,,,,,229.1443299
21/06/2012,,,,,229.20618557
22/06/2012,,,,,229.82646048
23/06/2012,,,40029,,
25/06/2012,,,,,230.21305842
26/06/2012,,,,,230.68900344
27/06/2012,,,,,230.43986254
29/06/2012,,,,,230.62371134
30/06/2012,,,40344.32003,,
02/07/2012,,,,,230.53092784
03/07/2012,,,,,230.04123711
04/07/2012,,,,,230.31443299
05/07/2012,,,,,229.85910653
06/07/2012,,,,,230.0137457
07/07/2012,,,38702,,
09/07/2012,,,,,230.03264605
10/07/2012,,,,,230.23883162
15/07/2012,,,39421,,
16/07/2012,,,,,230.62542955
17/07/2012,,,,,230.77491409
18/07/2012,,,,,231.06872852
19/07/2012,,,,,231.16838488
20/07/2012,,,,,231.49312715
23/07/2012,,,38984,,231.45017182
24/07/2012,,,,,231.91408935
25/07/2012,,,,,231.92439863
26/07/2012,,,,,231.51546392
27/07/2012,,,,,231.22508591
30/07/2012,,,,,231.75945017
31/07/2012,,,38446,,231.80412371
01/08/2012,,,,,231.71134021
02/08/2012,,,,,232.02920962
03/08/2012,,,,,232.55841924
06/08/2012,,,,,232.77491409
07/08/2012,,,38214,,233.06872852
08/08/2012,,,,,233.33505155
09/08/2012,,,,,233.58075601
10/08/2012,,,,,233.6443299
13/08/2012,,,,,233.8161512
14/08/2012,,,,,233.74914089
15/08/2012,,,39034,,233.98281787
16/08/2012,,,,,234.09793814
17/08/2012,,,,,234.44845361
20/08/2012,,,,,234.30927835
21/08/2012,,,,,234.79037801
22/08/2012,,,,,234.67353952
23/08/2012,,,38460,,235.08762887
24/08/2012,,,,,235.45532646
27/08/2012,,,,,235.93642612
28/08/2012,,,,,236.50515464
29/08/2012,,,,,236.91752577
30/08/2012,,,,,237.30068729
31/08/2012,,,38419.4,,237.45532646
03/09/2012,,,,,237.4347079
04/09/2012,,,,,237.59621993
05/09/2012,,,,,237.94501718
06/09/2012,,,,,238.20103093
07/09/2012,,,38523.42151,,238.70446735
10/09/2012,,,,,239.42783505
11/09/2012,,,,,239.48109966
12/09/2012,,,,,239.54123711
13/09/2012,,,,,239.59106529
14/09/2012,,,,,239.73195876
15/09/2012,,,40370,,
17/09/2012,,,,,240.42439863
18/09/2012,,,,,240.56013746
19/09/2012,,,,,240.89003436
20/09/2012,,,,,240.91752577
21/09/2012,,,,,241
23/09/2012,,,39431,,
24/09/2012,,,,,241.01030928
25/09/2012,,,,,240.87628866
26/09/2012,,,,,240.60309278
27/09/2012,,,,,239.70446735
28/09/2012,,,,,239.59965636
30/09/2012,,,40107,,
01/10/2012,,,,,239.47766323
02/10/2012,,,,,239.08247423
